,index,umap1,umap2,cluster,index,title,href,body,keyword1,keyword2,keyword3,keyword4,keyword5
61,102,15.490289,8.707481,5,102,News | Science News,https://www.sciencenews.org/article-type/news,"News | Science News News Life Fossils suggest early primates lived in a once-swampy Arctic Teeth and jawbones found on Ellesmere Island, Canada, suggest that two early primate species...","('nasa', 0.3586)","('scientist', 0.3557)","('science', 0.3101)","('universe', 0.2871)","('mars', 0.2707)"
62,105,15.188411,9.027898,5,105,Science News - SciTechDaily,https://scitechdaily.com/news/science/,Science News Find daily science news and interesting science research articles at SciTechDaily. We publish the latest science news and breakthroughs made at top universities and research facilities.,"('nasa', 0.3586)","('scientist', 0.3557)","('science', 0.3101)","('universe', 0.2871)","('mars', 0.2707)"
63,112,15.47224,8.325894,5,112,"Science News Summaries | Science News, Analysis and Opinion | Newser",https://www.newser.com/section/6/science-news-headlines.html,"Science News Summaries | Science News, Analysis and Opinion | Newser Science News In Egypt, an Increasingly Rare Find Jan 26, 2023 1:03 PM CST NASA Explains Giant Bear Face on Mars Jan 26,...","('nasa', 0.3586)","('scientist', 0.3557)","('science', 0.3101)","('universe', 0.2871)","('mars', 0.2707)"
64,114,15.050218,8.085315,5,114,Inside Science | Reliable News for an Expanding Universe,https://www.insidescience.org/,"Inside Science | Reliable News for an Expanding Universe Culture Thursday, March 31, 2022 Were Ending Our Coverage, But Science Goes On Inside Science is reaching the end of a decades-long journey showcasing the science behind the discoveries and the headlines. Chris Gorski, Editor Physics The New Quantum Frontier","('nasa', 0.3586)","('scientist', 0.3557)","('science', 0.3101)","('universe', 0.2871)","('mars', 0.2707)"
65,115,15.526584,8.403356,5,115,Science - The Washington Post,https://www.washingtonpost.com/science/,"Science - The Washington Post SCIENCE Animals Environment Earths inner core seems to be slowing its spin This isnt the beginning of the end times. Instead, the findings stoke debate about how...","('nasa', 0.3586)","('scientist', 0.3557)","('science', 0.3101)","('universe', 0.2871)","('mars', 0.2707)"
66,5,13.716901,7.584542,1,5,London-sized iceberg breaks off Antarctic ice shelf,https://geographical.co.uk/science-environment/london-sized-iceberg-breaks-off-antarctic-brunt-ice-shelf,"A formerly dormant chasm has spread through the Brunt Ice Shelf, calving a giant iceberg almost the size of Greater London. British Antarctic Survey (BAS) scientists at the Halley Research Station reported that the 1550-square-kilometre iceberg split from the shelf on Sunday 22 January. Its the second major calving to have happened in the area in the last two years.","('antarctic', 0.3899)","('antarctica', 0.3439)","('scientists', 0.3305)","('iceberg', 0.329)","('scientist', 0.2999)"
67,12,12.912886,7.112693,1,12,Samantha Markle reveals reason for not being invited to Harry- Meghans ...,https://www.thenews.com.pk/latest/1034524-samantha-markle-reveals-reason-for-not-being-invited-to-harry-meghans-royal-wedding,Samantha shared some new details about her relationship with Meghan on Wednesdays episode of Tucker Carlson Today. Revealing the reason for not being invited to Meghan and Harrys 2018 wedding ...,"('antarctic', 0.3899)","('antarctica', 0.3439)","('scientists', 0.3305)","('iceberg', 0.329)","('scientist', 0.2999)"
68,15,13.984171,8.1161,1,15,RB Leipzig vs Stuttgart LIVE: Bundesliga team news and latest build-up ...,https://www.independent.co.uk/sport/football/rb-leipzig-stuttgart-live-stream-bundesliga-2023-b2270795.html,Follow all the action from Red Bull Arena. Follow live coverage as RB Leipzig take on Stuttgart in the Bundesliga today. Bayern Munich remain the team to beat in the German top flight with Julian ...,"('antarctic', 0.3899)","('antarctica', 0.3439)","('scientists', 0.3305)","('iceberg', 0.329)","('scientist', 0.2999)"
69,16,12.7835655,8.356053,1,16,Police officer rushed to hospital in London after he was assaulted ...,https://www.express.co.uk/news/uk/1723743/police-officer-hospital-assaulted-arrest-attempt-haringey-london-latest,"A police officer has been taken to hospital after being assaulted while trying to detain a man in Haringey, North London. At just after 12pm on Thursday, January 19, officers were called out to ...","('antarctic', 0.3899)","('antarctica', 0.3439)","('scientists', 0.3305)","('iceberg', 0.329)","('scientist', 0.2999)"
70,17,12.627327,7.691865,1,17,Is Don Lewis alive? Latest on Carole Baskins ex-husband,https://www.kcci.com/article/don-lewis-carole-baskins-ex-husband-still-missing/42569014,"The sheriffs office reopened Lewis case after the series aired and held a news conference in 2021 to provide an update on his disappearance. At that time, detectives said investigators had ...","('antarctic', 0.3899)","('antarctica', 0.3439)","('scientists', 0.3305)","('iceberg', 0.329)","('scientist', 0.2999)"
71,34,13.16024,8.653338,1,34,1 person possibly injured in explosion at USC campus; science building ...,https://www.dailybreeze.com/2023/01/26/1-person-possibly-injured-in-explosion-at-usc-campus-science-building-evacuated/,"A person was being evaluated for injuries after an explosion Thursday, Jan. 26, inside a science building on the USC campus, fire officials said. The explosion occurred around 4 p.m. in a science ...","('antarctic', 0.3899)","('antarctica', 0.3439)","('scientists', 0.3305)","('iceberg', 0.329)","('scientist', 0.2999)"
72,37,12.5639305,7.3580904,1,37,Meta to reinstate Donald Trumps Facebook and Instagram accounts,https://www.newsbytesapp.com/news/science/meta-to-restore-donald-trump-s-facebook-instagram-accounts/story,"Jan 26, 2023, 11:53 am 2 min read. Donald Trumps Facebook and Instagram accounts will be restored in the next few weeks. Two years after suspending him from Facebook and Instagram, Meta announced ...","('antarctic', 0.3899)","('antarctica', 0.3439)","('scientists', 0.3305)","('iceberg', 0.329)","('scientist', 0.2999)"
73,42,13.065344,7.8492184,1,42,Man brutally mauled by crocodile | news.com.au — Australias leading ...,https://www.news.com.au/technology/science/animals/man-brutally-mauled-by-crocodile/news-story/86f167c39f57a6f1e2babad953424407,"January 26, 2023 - 6:57PM. A man has been brutally mauled by a crocodile in the Northern Territory. He was collecting crocodile eggs on the banks of the Daly River on Thursday when the animal ...","('antarctic', 0.3899)","('antarctica', 0.3439)","('scientists', 0.3305)","('iceberg', 0.329)","('scientist', 0.2999)"
74,56,12.801021,7.3295374,1,56,How Science News has been a training ground for young science ...,https://exquisitepost.com/how-science-news-has-been-a-training-ground-for-young-science-journalists/,"April 29, 2022 Johnny Depps bodyguard flips the tables on Amber Heard in earth shattering testimony March 25, 2022 Sony reportedly plans to announce its Game Pass competitor next week February 25, 2022 Ranveer Singh Being Ranveer Singh In The Rock And Roll Hall Of Fame May 8, 2022 Kate Middleton shares YouTube video after two months April 19, 2022 Streaming Stocks Drop After Netflix ...","('antarctic', 0.3899)","('antarctica', 0.3439)","('scientists', 0.3305)","('iceberg', 0.329)","('scientist', 0.2999)"
75,59,13.370502,8.469236,1,59,Science building at USC evacuated after explosion; 1 person taken to ...,https://ktla.com/news/local-news/science-building-at-usc-evacuated-after-explosion-1-person-evaluated-for-injuries/,"Updated: Jan 26, 2023 / 07:00 PM PST One person was taken to the hospital after an explosion in a science building at the University of Southern California campus Thursday. Calls about the...","('antarctic', 0.3899)","('antarctica', 0.3439)","('scientists', 0.3305)","('iceberg', 0.329)","('scientist', 0.2999)"
76,74,12.963717,8.469488,1,74,San Diego pink waves get dyed as scientists study water pollution,https://www.usatoday.com/story/news/nation/2023/01/27/san-diego-pink-waves-science-experiment/11133608002/,"Heres why the waves in San Diego are pink, and what we can learn from it. Theres something different about the waves at Torrey Pines State Beach in California: theyre pink, temporarily, of ...","('antarctic', 0.3899)","('antarctica', 0.3439)","('scientists', 0.3305)","('iceberg', 0.329)","('scientist', 0.2999)"
77,77,13.094793,8.694162,1,77,USC explosion: Incident at University of Southern California science ...,https://abc7chicago.com/usc-explosion-news-science-building-university-of-southern-california/12739628/,It happened at 4 p.m. in a three-story science building on 923 Bloom Walk. Los Angeles firefighters said. One person - who was not identified - was sent to the hospital in an unknown condition.,"('antarctic', 0.3899)","('antarctica', 0.3439)","('scientists', 0.3305)","('iceberg', 0.329)","('scientist', 0.2999)"
78,78,13.795043,7.7553024,1,78,Iceberg larger than London breaks off Antarctica ice shelf | Fox News,https://www.foxnews.com/science/iceberg-larger-than-london-breaks-off-antarctica-shelf,"According to scientists, cracks had been developing over the last few years across the entire, nearly 500-foot-thick ice shelf. The iceberg eventually separated when the crack known as Chasm-1...","('antarctic', 0.3899)","('antarctica', 0.3439)","('scientists', 0.3305)","('iceberg', 0.329)","('scientist', 0.2999)"
79,106,13.194494,7.6560745,1,106,Science : NPR,https://www.npr.org/sections/science/,"Queensland Department of Environment and Science via AP Animals Nearly 6-pound Toadzilla found in Australia breaks the record for largest toad January 20, 2023 • Cane toads are notorious pests...","('antarctic', 0.3899)","('antarctica', 0.3439)","('scientists', 0.3305)","('iceberg', 0.329)","('scientist', 0.2999)"
80,120,13.206227,7.2152257,1,120,Scientists set Doomsday Clock closer to midnight than ever before,https://www.nbcnews.com/science/science-news/scientists-set-doomsday-clock-closer-midnight-ever-rcna67178,"Jan. 24, 2023, 9:29 AM PST. By Denise Chow. The hands of the Doomsday Clock are closer to midnight than ever before, with humanity facing a time of unprecedented danger that has increased ...","('antarctic', 0.3899)","('antarctica', 0.3439)","('scientists', 0.3305)","('iceberg', 0.329)","('scientist', 0.2999)"
81,7,14.81305,10.210345,0,7,Could The Last Of Us actually happen? Science behind Cordyceps fungus ...,https://metro.co.uk/2023/01/24/could-the-last-of-us-actually-happen-science-behind-cordyceps-fungus-18159766/,The science behind the Cordyceps fungus at the root of the pandemic in the video game-inspired TV show. Ophiocordyceps unilateralis is also known as zombie-ant fungus.,"('fungus', 0.4311)","('scitechdaily', 0.3852)","('science', 0.3357)","('asteroid', 0.3229)","('cordyceps', 0.3072)"
82,11,15.013388,9.916524,0,11,The Science Behind The Last of Us Is Terrifying Fans,https://www.msn.com/en-us/tv/news/the-science-behind-the-last-of-us-is-terrifying-fans/ar-AA16s6pj,The post The Science Behind The Last of Us Is Terrifying Fans appeared first on The Mary Sue. Continue Reading Show full articles without Continue Reading button for {0} hours.,"('fungus', 0.4311)","('scitechdaily', 0.3852)","('science', 0.3357)","('asteroid', 0.3229)","('cordyceps', 0.3072)"
83,24,15.71707,9.954734,0,24,Science | PBS NewsHour,https://www.pbs.org/newshour/newsletters/science,Science. Every Saturday. Discover the latest news and breakthroughs in health and science.  Submit. Our terms and conditions. Thanks for subscribing. Please check your inbox to confirm your email ...,"('fungus', 0.4311)","('scitechdaily', 0.3852)","('science', 0.3357)","('asteroid', 0.3229)","('cordyceps', 0.3072)"
84,27,15.106415,9.524134,0,27,Cornell startup cultivates animal protein from plants,https://news.cornell.edu/stories/2023/01/cornell-startup-cultivates-animal-protein-plants,"January 23, 2023. The future of creating animal protein wont need a drafty barn, but instead may reside in a toasty greenhouse: Forte Protein - a new startup that grows commercial animal proteins inside agricultural plants - has joined Cornells Center for Life Science Ventures business incubator. The proprietary method that creates ...","('fungus', 0.4311)","('scitechdaily', 0.3852)","('science', 0.3357)","('asteroid', 0.3229)","('cordyceps', 0.3072)"
85,40,15.72341,9.351428,0,40,Life Science Instrumentation Global Market Report 2022: Requirement for ...,https://finance.yahoo.com/news/life-science-instrumentation-global-market-103800365.html,"The life science instrumentation market is set to reach US$ 107,344.2 Mn by 2030 from US$ 68,336.6 Mn in 2021 showcasing moderate growth at a compounded annual growth rate (CAGR) of 6.5% during...","('fungus', 0.4311)","('scitechdaily', 0.3852)","('science', 0.3357)","('asteroid', 0.3229)","('cordyceps', 0.3072)"
86,50,15.323006,9.891195,0,50,"Science Fair - Latest News Information updated on January 27, 2023 ...",https://www.latestly.com/topic/science-fair/,"Science First Kisses May Have Led To Rise of Cold Sores 5000 Years Ago, Claim Researchers Agency News CHSE Odisha Class 12 Results 2022 Declared, Heres How Students Can Check Scores Online at orissaresults.nic.in Science Elon Musks SpaceX Launches 53 Starlink Satellites Into Orbit Science NASA Scientists Find Asteroid Bennu Aged Early by Sun","('fungus', 0.4311)","('scitechdaily', 0.3852)","('science', 0.3357)","('asteroid', 0.3229)","('cordyceps', 0.3072)"
87,63,15.774122,9.126474,0,63,How antidepressants help bacteria resist antibiotics,https://www.nature.com/articles/d41586-023-00186-y,"An essential round-up of science news, opinion and analysis, delivered to your inbox every weekday. Email address. Yes! Sign me up to receive the daily Nature Briefing email.","('fungus', 0.4311)","('scitechdaily', 0.3852)","('science', 0.3357)","('asteroid', 0.3229)","('cordyceps', 0.3072)"
88,66,14.876993,10.028377,0,66,The Last of Us: The science behind parasitic fungus cordyceps,https://www.newstalk.com/news/the-last-of-us-the-science-behind-the-parasitic-fungus-1431718,"The show is science fiction, but also loosely based on real science. Prof Kavanagh told Moncrieff that particular fungus doesnt attack humans. Cordyceps are a group of fungi that attack insects ...","('fungus', 0.4311)","('scitechdaily', 0.3852)","('science', 0.3357)","('asteroid', 0.3229)","('cordyceps', 0.3072)"
89,83,14.861338,9.667904,0,83,Home Page - Society for Science,https://www.societyforscience.org/,"Science News for Students is an award-winning online publication dedicated to providing age-appropriate, topical science news to learners, parents and educators. The Latest from Science News Africas fynbos plants hold their ground with the worlds thinnest roots How omicrons mutations make it the most infectious coronavirus variant yet","('fungus', 0.4311)","('scitechdaily', 0.3852)","('science', 0.3357)","('asteroid', 0.3229)","('cordyceps', 0.3072)"
90,84,15.232081,10.434135,0,84,Psychology Archives | Science News Explores,https://www.snexplores.org/topic/psychology,"Psychology Archives | Science News Explores Humans Psychology Health  Medicine Psychology Archaeology Brain Playing video games may improve your memory and attention The biggest research study of its kind finds that video gamers perform better on some mental tasks than nongamers do. By Alison Pearce Stevens January 2, 2023 Whats the fun in fear?","('fungus', 0.4311)","('scitechdaily', 0.3852)","('science', 0.3357)","('asteroid', 0.3229)","('cordyceps', 0.3072)"
91,91,15.448058,9.21389,0,91,"Amazon Climate Disaster Could Cascade Across Earth, New Study Shows ...",https://www.bloomberg.com/news/articles/2023-01-27/amazon-climate-disaster-could-cascade-across-earth-new-study-shows,"Scientists have discovered a new atmospheric pathway that originates in the Amazon, runs along the South Atlantic, then across East Africa and the Middle East until it reaches central Asia ...","('fungus', 0.4311)","('scitechdaily', 0.3852)","('science', 0.3357)","('asteroid', 0.3229)","('cordyceps', 0.3072)"
92,98,15.2331085,10.362684,0,98,New Research From Clinical Psychological Science,https://www.psychologicalscience.org/news/releases/new-research-from-clinical-psychological-science-2023-january-25.html,"Callous-unemotional (CU) traits, or limited prosocial emotions, are associated with low quality of interpersonal relationships. This research suggests that CU traits predict reductions in warmth with parents and that the negative association is bidirectional in romantic relationships. Vaughan and colleagues investigated the longitudinal ...","('fungus', 0.4311)","('scitechdaily', 0.3852)","('science', 0.3357)","('asteroid', 0.3229)","('cordyceps', 0.3072)"
93,100,14.83025,9.25849,0,100,Science News | The latest news from all areas of science,https://www.sciencenews.org/,"Science News features news articles, videos and more about the latest scientific advances. Independent, accurate nonprofit news since 1921.","('fungus', 0.4311)","('scitechdaily', 0.3852)","('science', 0.3357)","('asteroid', 0.3229)","('cordyceps', 0.3072)"
94,103,15.501373,10.118144,0,103,Latest News | Science | AAAS,https://www.science.org/news/latest-news,"Science News Staff News at a glance: Global warming, Chinas COVID-19 deaths, and JWSTs exoplanet investigations The latest in science and policy News 19 Jan 2023 By Meredith Wadman Study links viral infections to Alzheimers, Parkinsons—with many caveats Flu and other viruses are associated with six brain diseases, but arent proven culprits","('fungus', 0.4311)","('scitechdaily', 0.3852)","('science', 0.3357)","('asteroid', 0.3229)","('cordyceps', 0.3072)"
95,111,15.52771,10.368985,0,111,"SciTechDaily - Science, Space and Technology News 2023",https://scitechdaily.com/,"SciTechDaily: Home of the best science and technology news since 1998. Keep up with the latest scitech news via email or social media.  Subscribe Free to Email Digest. Popular Articles. January 24, 2023. A High Salt Low Potassium Diet Can Increase Your Risk of Cognitive Decline .","('fungus', 0.4311)","('scitechdaily', 0.3852)","('science', 0.3357)","('asteroid', 0.3229)","('cordyceps', 0.3072)"
96,116,15.609795,9.435504,0,116,Nature News  Comment,https://www.nature.com/news,Latest science news and analysis from the worlds leading research journal,"('fungus', 0.4311)","('scitechdaily', 0.3852)","('science', 0.3357)","('asteroid', 0.3229)","('cordyceps', 0.3072)"
97,119,15.497399,9.556988,0,119,Science News | The Epoch Times,https://www.theepochtimes.com/c-science-news,"In-depth coverage in the latest science news and stories - the human body, nature, chemistry, biology, physics, technology","('fungus', 0.4311)","('scitechdaily', 0.3852)","('science', 0.3357)","('asteroid', 0.3229)","('cordyceps', 0.3072)"
98,125,14.895069,9.431375,0,125,Asteroid to rocket past Earth in one of closest encounters ever | Fox News,https://www.foxnews.com/science/asteroid-rocket-past-earth-one-closest-encounters-ever,Julia Musto is a reporter for Fox News and Fox Business Digital. Get a daily look at whats developing in science and technology throughout the world. Arrives Weekly. Subscribe. Subscribed.,"('fungus', 0.4311)","('scitechdaily', 0.3852)","('science', 0.3357)","('asteroid', 0.3229)","('cordyceps', 0.3072)"
99,9,13.397753,11.10117,6,9,How Te Whatu Ora can succeed: Learn lessons of the past,https://www.newsroom.co.nz/health--science/how-te-whatu-ora-can-succeed-part-three,"Comment. How Te Whatu Ora can succeed: Learn lessons of the past While Te Whatu Oras birth signifies the death of DHBs, we must look into the past for answers, write political opposites Ian Powell and Heather Roy. Te Whatu Ora has inherited the legacy of a seriously deficient approach to major capital works, with specific reference to public hospitals.","('researchers', 0.4531)","('nhs', 0.3983)","('research', 0.3424)","('compliance', 0.3268)","('science', 0.317)"
100,14,13.785085,11.105083,6,14,The future of clinical research in the NHS is under threat,https://committees.parliament.uk/committee/193/science-and-technology-committee-lords/news/175630,The Chair of the Science and Technology Committee Baroness Brown said: Clinical research in the NHS is responsible for some of the UKs greatest success stories in science and medicine. The COVID-19 pandemic RECOVERY trial is just one recent example demonstrating the unique capacity the UK has to combine its academic excellence in the life ...,"('researchers', 0.4531)","('nhs', 0.3983)","('research', 0.3424)","('compliance', 0.3268)","('science', 0.317)"
101,19,14.212245,10.381102,6,19,"Rege-Jean Page is most handsome man in the world, according to science ...",https://metro.co.uk/2023/01/25/rege-jean-page-is-most-handsome-man-in-the-world-according-to-science-18164968/?ico=more_text_links,Regé Jean-Page - who soared to fame after starring in Netflixs Bridgerton - has reportedly been deemed the most attractive man in the world. The 34-year-old actor who played Simon Basset ...,"('researchers', 0.4531)","('nhs', 0.3983)","('research', 0.3424)","('compliance', 0.3268)","('science', 0.317)"
102,23,13.557791,10.577085,6,23,Forensic Science Regulator code of practice - GOV.UK,https://www.gov.uk/government/publications/forensic-science-regulator-code-of-practice,The Forensic Science Regulator Act 2021 requires the Regulator to prepare and publish a code of practice about the carrying on of forensic science activities in England and Wales. The code builds ...,"('researchers', 0.4531)","('nhs', 0.3983)","('research', 0.3424)","('compliance', 0.3268)","('science', 0.317)"
103,46,13.017869,10.818681,6,46,"Researchers told to embrace science, technology and innovation to ...",https://malawi24.com/2023/01/26/researchers-told-to-embrace-science-technology-and-innovation-to-transform-malawi/,The 4th National research dissemination conference has been organised by National Commission for Science and Technology (NCST) and is being held under the theme: Research Innovation and Entrepreneurship: The Key Drivers to an Inclusively Wealthy and Industrialised Nation. Follow us on Twitter: Tweets by Malawi24 Share this: More Like this:,"('researchers', 0.4531)","('nhs', 0.3983)","('research', 0.3424)","('compliance', 0.3268)","('science', 0.317)"
104,53,13.788708,10.797568,6,53,Major news in science last month (summary overview) - News Stack,https://newsstack.org/2022/08/26/major-news-in-science-last-month-summary-overview/,Read Full Story submitted by /u/prototyperspective [comments],"('researchers', 0.4531)","('nhs', 0.3983)","('research', 0.3424)","('compliance', 0.3268)","('science', 0.317)"
105,88,13.452431,10.656084,6,88,Senior Services Programs Support Vulnerable Populations,https://www.wvpublic.org/health-science/2023-01-25/senior-services-programs-support-vulnerable-populations,Adobe Stock. Senior service programs help with everything from meals to transportation. Many West Virginians have found themselves caring for an aging parent. News Director Eric Douglas found himself in that position with his mom and he didnt know where to turn for help. This is the fourth story in his series of interviews called Getting ...,"('researchers', 0.4531)","('nhs', 0.3983)","('research', 0.3424)","('compliance', 0.3268)","('science', 0.317)"
106,97,13.223099,10.271346,6,97,Integral Ad Science Names Kevin Alvero as Head of Global Compliance,https://finance.yahoo.com/news/integral-ad-science-names-kevin-151900614.html,"NEW YORK, Jan. 23, 2023 /PRNewswire/ -- Integral Ad Science (Nasdaq: IAS), a global leader in digital media quality, today announced the appointment of Kevin Alvero as Head of Global Compliance ...","('researchers', 0.4531)","('nhs', 0.3983)","('research', 0.3424)","('compliance', 0.3268)","('science', 0.317)"
107,101,13.722436,10.388825,6,101,News from Science | AAAS,https://www.science.org/news,"Support nonprofit science journalism. If weve learned anything from the COVID-19 pandemic, its that we cannot wait for a crisis to respond. Science and AAAS are working tirelessly to provide credible, evidence-based information on the latest scientific research and policy, with extensive free coverage of the pandemic. Your tax-deductible contribution plays a critical role in sustaining this ...","('researchers', 0.4531)","('nhs', 0.3983)","('research', 0.3424)","('compliance', 0.3268)","('science', 0.317)"
108,31,13.530671,6.3920093,8,31,Truck-sized asteroid to make extraordinarily close approach with Earth ...,https://www.newsbytesapp.com/news/science/asteroid-2023-bu-will-make-one-of-the-closest-approaches/story,"Asteroid 2023 BU, the size of a box truck, is estimated to make one of the closest approaches to our home planet, coming well within the orbit of geosynchronous satellites. The asteroid will zip ...","('asteroid', 0.4766)","('closer', 0.3205)","('nasa', 0.3191)","('shuttle', 0.2823)","('satellite', 0.2618)"
109,52,13.533051,6.7104893,8,52,Asteroid to pass closer than some satellites - BBC News,https://bbc.co.uk/news/science-environment-64411469.amp,"For comparison, the famous Chelyabinsk meteor that entered Earths atmosphere over southern Russia in 2013 was an object near 20m (66ft) across. It produced a shockwave that shattered windows on...","('asteroid', 0.4766)","('closer', 0.3205)","('nasa', 0.3191)","('shuttle', 0.2823)","('satellite', 0.2618)"
110,61,13.568446,6.2800193,8,61,"Extraordinarily Close Asteroid About to Zoom Past Earth, NASA Says",https://www.sciencealert.com/extraordinarily-close-asteroid-about-to-zoom-past-earth-nasa-says,"Asteroid 2023 BU, which was recently discovered by an amateur astronomer, will zoom by the southern tip of South America at around 4:27 pm PST on Thursday (0027 GMT Friday), according to NASA. It will pass just 2,200 miles (3,600 kilometers) from Earths surface, much closer than many geostationary satellites orbiting the planet. But there is ...","('asteroid', 0.4766)","('closer', 0.3205)","('nasa', 0.3191)","('shuttle', 0.2823)","('satellite', 0.2618)"
111,67,13.750833,6.256792,8,67,Asteroid coming exceedingly close to Earth but will miss,https://www.nbcnews.com/science/space/asteroid-coming-exceedingly-close-earth-will-miss-rcna67623,"NASA insists it will be a near miss with no chance of the asteroid hitting Earth. NASA said Wednesday that this newly discovered asteroid will zoom 2,200 miles above the southern tip of South ...","('asteroid', 0.4766)","('closer', 0.3205)","('nasa', 0.3191)","('shuttle', 0.2823)","('satellite', 0.2618)"
112,70,13.746554,6.482175,8,70,Asteroid passes closer than some satellites - BBC News,https://www.bbc.com/news/science-environment-64411469.amp,"About the size of a minibus, the space rock, known as 2023 BU, whipped over the southern tip of South America just before 00:30am GMT. With a closest approach of 3,600km (2,200 miles), it counts ...","('asteroid', 0.4766)","('closer', 0.3205)","('nasa', 0.3191)","('shuttle', 0.2823)","('satellite', 0.2618)"
113,99,14.251397,6.7529283,8,99,"With Starship testing, SpaceX moves one step closer to making science ...",https://techcrunch.com/2023/01/23/with-starship-testing-spacex-moves-one-step-closer-to-making-science-fiction-a-reality/,"In April 2021, NASA awarded SpaceX a $2.9 billion contract to develop a version of Starship to land on the moon for the Artemis III mission, which will take place no earlier than 2024. The agency...","('asteroid', 0.4766)","('closer', 0.3205)","('nasa', 0.3191)","('shuttle', 0.2823)","('satellite', 0.2618)"
114,122,14.072599,6.584305,8,122,Astronomy News | Sci.News - Sci.News: Breaking Science News,https://www.sci.news/news/astronomy,"Humans Will Likely Not Have Ability to Visit Nearby Exoplanets Anytime Soon, Expert Says. Jan 25, 2023 by News Staff. Astronomers recently announced the discovery of TOI-700e, a habitable-zone, Earth-sized planet some 102 light-years away in the southern constellation...","('asteroid', 0.4766)","('closer', 0.3205)","('nasa', 0.3191)","('shuttle', 0.2823)","('satellite', 0.2618)"
115,123,13.689713,6.4763465,8,123,"Asteroid coming exceedingly close to Earth, but will miss | AP News",https://apnews.com/article/science-planets-south-america-asteroids-a4c9c750993c3eb2cc481556cd87a958,"By MARCIA DUNN yesterday. CAPE CANAVERAL, Fla. (AP) — An asteroid the size of a delivery truck will whip past Earth on Thursday night, one of the closest such encounters ever recorded. NASA insists it will be a near miss with no chance of the asteroid hitting Earth. NASA said Wednesday that this newly discovered asteroid will zoom 2,200 miles ...","('asteroid', 0.4766)","('closer', 0.3205)","('nasa', 0.3191)","('shuttle', 0.2823)","('satellite', 0.2618)"
116,127,13.416737,6.9913254,8,127,NASA marks 20 years since space shuttle Columbia disaster,https://federalnewsnetwork.com/science-news/2023/01/nasa-marks-20-years-since-space-shuttle-columbia-disaster/,"January 26, 2023 1:21 pm. 2 min read. CAPE CANAVERAL, Fla. (AP) — NASA marked the 20th anniversary of the space shuttle Columbia tragedy with somber ceremonies and remembrances during its annual tribute to fallen astronauts on Thursday. More than 100 people gathered under a gray sky at Kennedy Space Center to remember not only Columbias ...","('asteroid', 0.4766)","('closer', 0.3205)","('nasa', 0.3191)","('shuttle', 0.2823)","('satellite', 0.2618)"
117,57,15.273387,7.500508,3,57,Scientists Actually Built a Working Tractor Beam: How It Works,https://www.popularmechanics.com/science/a42676079/scientists-build-working-tractor-beam/,Science Military Pop Mech Pro Subscribe sign in Science Scientists Actually Did It: They Built a Real Working Tractor Beam One that manipulates objects and everything. By Tim Newcomb Published:...,"('scientists', 0.4453)","('telescope', 0.4308)","('astronomy', 0.4277)","('sci', 0.4137)","('sciencedaily', 0.3665)"
118,68,14.812224,7.4072304,3,68,Searching for dark matter in our solar system - Advanced Science News,https://www.advancedsciencenews.com/searching-for-dark-matter-in-our-solar-system/,"Physicists have come up with various ideas about how to detect these particles in space, and in a recent study published in Nature Astronomy, a team of scientists from Japan and the United States proposed an experiment to search for ultralight dark matter not in distant galaxies, but right in our own solar system. Dark matter in our solar system","('scientists', 0.4453)","('telescope', 0.4308)","('astronomy', 0.4277)","('sci', 0.4137)","('sciencedaily', 0.3665)"
119,73,14.3251915,7.611951,3,73,How wavy whiskers help seals detect faraway prey - Advanced Science News,https://www.advancedsciencenews.com/how-wavy-whiskers-help-seals-detect-faraway-prey/,"Less well-known and less well-understood than echolocation — though no less impressive — is the system of intricate whiskers used by seals to sense trails left by fish. Research in the past has shown that using their whiskers, some seals can detect prey as far away as 180 meters, a distance almost twice as long as a football field.","('scientists', 0.4453)","('telescope', 0.4308)","('astronomy', 0.4277)","('sci', 0.4137)","('sciencedaily', 0.3665)"
120,82,14.674942,7.0278363,3,82,"James Webb Telescope pauses science operation, suffers 2nd glitch in ...",https://www.indiatoday.in/science/story/james-webb-telescope-pauses-science-operation-as-it-suffers-2nd-glitch-in-space-2326656-2023-01-26,"This is not the first time that spacecraft has glitched in the vacuum. By India Today Web Desk: The James Webb Space Telescope, located 15,00,000 kilometers away from Earth, has suffered another glitch. The Near Infrared Imager and Slitless Spectrograph (NIRISS) instrument on the worlds most powerful observatory suffered a communication delay ...","('scientists', 0.4453)","('telescope', 0.4308)","('astronomy', 0.4277)","('sci', 0.4137)","('sciencedaily', 0.3665)"
121,90,14.35932,7.988325,3,90,Top 8 Data Science Slack Communities to Join in 2023,https://www.kdnuggets.com/2023/01/top-8-data-science-slack-communities-join-2023.html,"By Nisha Arya, KDnuggets on January 26, 2023 in Data Science. Image by Author. Happy New Year! This year youre probably looking at a shift in your career, learning a new skill and making more effort with personal development. According to the US Bureau of Labor Statistics, there is a predicted 36% growth of Data Scientists between 2021 and 2031.","('scientists', 0.4453)","('telescope', 0.4308)","('astronomy', 0.4277)","('sci', 0.4137)","('sciencedaily', 0.3665)"
